tweet,clean_tweet,label
&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.,orton trash idc aint play trashlex smith onli sat kaep took hi spot,0
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,watch prust tri hit hank dure break play pussi attempt pussi mtlhockey,1
&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;,adderal kill two bird one stone,0
&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2,fuck pussi,1
&#8220;@Al_Teez: Fuck the cowboys. My birthday in two days hoe!&#8221;&#128530;,fuck cowboy birthday two day hoe,1
&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;,yall hoe nasti yall find yall share share dick dirti ass femal still fuck nigga,1
&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,thi awkward u fag wonder awesom tank,1
&#8220;@AllEyesOnKIE: Been watching madea plays every night &#128514;&#8221;singing ass bitches,watch madea play everi night sing ass bitch,1
"&#8220;@AlmightyCBoogie: @BenBornReadySMU @vivalakristia ion wanna hear it, then hoes faker than Momma Dee's teeth&#8221;&#128128;&#128128;",ion wan na hear hoe faker momma dee teeth,1
&#8220;@Alondra_Lu: Ain't that a bitch&#8221;,aint bitch,1
&#8220;@AmandaBynes: I Want You To Be Pussy Whipped&#8221; I'm yours,want pussi whip im,1
&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,wtf flappi bird kid,0
"&#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty, I like nasty haha &#128520;&#8221;you like eating ass 2",bro like realli enjoy like eat pussi back make nasti like nasti haha like eat ass 2,1
&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,say someth one drake song listen im feelingsfag,1
&#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts,everi femal thong wear thong hoe lol fact,1
&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;,cant stop lil bitch,1
"&#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP

-No pics needed. Animal.&#8221; 

Dem coloreds be wack",anoth jersey fail - cunt -no pic need anim dem color wack,1
&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,yanke michael pineda hi next start,0
&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,thi flappi bird shit joke real tho,1
&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,start cri bitch,1
&#8220;@Asaprelli_: I hate girls who get drunk &amp; don't turn into hoes fvckin waste of alcohol&#8221; &#128514;&#128557;,hate girl get drunk dont turn hoe fvckin wast alcohol,1
&#8220;@Ashley_J12: Shout out to my momma cuz she didn't raise no hoe! &#128076;&#128079;&#128588;&#8221;,shout momma cuz didnt rais hoe,1
"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",im mud shark becaus black friend make perfect sens idiot @,0
&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,itsi bitsi teeni weeni yellow pock-a-dot bikini polk ashton polk,0
&#8220;@Attractive_Bad: Yes Iam single I don't mess or talk to anyone . &#128524; no hoes just me &#128076;&#8221;,ye iam singl dont mess talk anyon hoe,1
&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,got new fish albino name shaquita yee bahaha,0
"&#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .",anaconda dont anaconda dont anaconda dont want none unless got goal hun smh white ass niggah,1
&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,wish dad life bitch ass nigga still think im hi child lmfaoooo damn sad cuh,1
&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,hoe realli b bird man thi new,1
"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;",bitch get dem feel get new dick,1
&#8220;@BINDLE13: My momma aint raise no hoe&#8221;,momma aint rais hoe,1
&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy,beatthehab nyr pussi,1
&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,smdh eagl fan bitch hey giant fan victor cruz danc hey watch,1
"&#8220;@BaabyD_: ""cause i look great bitch, fuck you mean?"" &#128557;&#128514;&#128514;&#8221;",caus look great bitch fuck mean,1
&#8220;@Badazz_jspates: I'm suppose to eat yo booty bitch wym&#8221; &#128557;&#128557;&#128557;,im suppos eat yo booti bitch wym,1
"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;.",cant rememb girl ive smash godho shit technic take,1
&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;,cri like bitch first breakup never love lol,1
&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,michael pineda hide pine taron hi neck fact yanke cheat go red sox boston,0
&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying,chad jordan thi bitch im cri,1
"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit.",grandma alway b ask girlfriend noi got hoe tf mean real shit,1
"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",bruh im tell got zebra print bed sheet 9/10 hoe,1
&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;,hoe becaus yah nigga aint shit,1
&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;,bitch love throw irrelev shade go sit lil bitch,1
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,realli delet flappi bird app store cu someon kill themselv foreal foreal,0
"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes",mani lil nigga tl boosi got hoe,1
"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",ill beat pussi hook right thur,1
&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf,rape cannib wont recogn origin version fairi tale man wtf,0
&#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe,jose ur mean / said ili stfu hoe,1
&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,girl fuck retard back start cramp man doubl ds,1
"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches",differ actual crazi aspir crazi real shit cant stand fake crazi bitch,1
&#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should,man wa bouta text bitch ever told lmao,1
"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",u ask everi bitch gayor bi,1
&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!,first time 3 lol yuhhhh hit hoe,1
"&#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right, but I work Sunday's but still no excuse.",u need someon church negrour absolut right work sunday still excus,1
&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,polic tri rodney king niggahappen nig,1
"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay",vienna sausag clit suck dat bitch dont yall eva believ color man dont eat pussay,1
"&#8220;@BlueEyeBeaner: lesbian pussy taste like rainbow trout!&#8221;

#lezzzbehonest",lesbian pussi tast like rainbow trout lezzzbehonest,1
&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,oxtail yellow rice blasphemi boneless,0
&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle,symptom ebola stomach hurt b im nervousbitch better wa drink bottl,1
&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,starv children africa thi bitch use banana plug butt hole smh wtf,1
&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours,wan na someth somebodyboy sound desper hoe bout start flat nose,1
&#8220;@BrauC_O_DramA: Hate an overly hood girl... Aye hoe... We not listening to Keef all night &#128514;&#128514;&#8221; &#128514;&#128514;&#128514; I feel you,hate overli hood girl aye hoe listen keef night feel,1
"&#8220;@Bre_ah_na: @what_evaittakes it's too early, don't annoy me&#8221;&#128563; don't come back from ya fun filled weekend and give me attitude hoe",earli dont annoy dont come back ya fun fill weekend give attitud hoe,1
"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;",hoe gon come go feel,1
"&#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;",life knock stand fuck say hit like littl bitch,1
"&#8220;@BurgerKing: Tweet how you #WatchLikeaKing. http://t.co/jrgG9Eq4Xv&#8221;

I #WatchLikeaKing fo da colored folk dying from dis shit food",tweet watchlikeak watchlikeak fo da color folk die di shit food,1
"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy",go pick selectionsunday 2for5 watchlikeak di make color folk happi,0
&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me,haha imma catch ebola trynna keep warm lol ewww bitch well stay far away,1
&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,sum wrong pussy- sweetssmh,1
"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight",wasnt great either equal wa trash denzel offici wash bruhneith wa flight,0
&#8220;@CRISTIAN__Dior: &#8220;@JoshRaggs: @WeDont_SmokeREG @CRISTIAN__Dior you tweaking rich homie is trash&#8221; you damn near still listen to lil b&#8221; wow &#128553;,tweak rich homi trash damn near still listen lil b wow,1
&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,get paid chill share wealth lil nicca,0
&#8220;@Caiivs: On some real shit if I catch this bitch it's game on.&#8221;,real shit catch thi bitch game,1
&#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;,yall hoe messi god nb,1
"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;",lmao tempt send thi fuckin hoe lmao,1
&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;,wan na go thi lil shit tonightbut way bitch face set wantin slap em see,1
&#8220;@CallNeeshCakey: Kannie &amp; Vonnie some Tiny ass bitches&#128557;&#128557;&#128557;&#8221;&#128557;&#128079;&#128079; I HATED when you and crissi started calling us little body bitches in Hawaii,kanni vonni tini ass bitch hate crissi start call us littl bodi bitch hawaii,1
&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree,two best yanke derek jeter joe torr joetorreday,0
&#8220;@CauseWereGuys: One wrong move and consider your bitch mine http://t.co/01VJZqnaHh&#8221; @its_gabbyElla @Lyssa_Rae16,one wrong move consid bitch mine,1
&#8220;@CayMarieee: &#8220;@WhereYoHussleAt: @CayMarieee bitch&#8221; what u gone say bitch for. We're on the phone bitch.&#8221; Cuz to the let these Mfs know &#128514;,bitch u gone say bitch phone bitch cuz let mf know,1
"&#8220;@CayMarieee: I really hate this bitch, but she knows me best &#128149;&#128153;&#8221;",realli hate thi bitch know best,1
&#8220;@CelebovickOTF: I hate a bitch that like to argue n shyt....:-)&#8221;,hate bitch like argu n shyt- ),1
"&#8220;@ChanelleLeee: you boney little hoe ""@wizkhalifa: Smile for the day. http://t.co/DcXdFtjSjt&#8221;&#8221;

This is funny? :/",boney littl hoe smile day thi funni /,1
"&#8220;@CharlieDayQuote: Viet-goddamn-nam, that's what happened! Go get me a beer, bitch!&#8221; @John_Colman",viet-goddamn-nam happen go get beer bitch,1
&#8220;@Cheddar85: Got the carburetor foyer my #chevy c10 being rebuilt by my #redneck friend ... everybodys got one!!&#8221; I need 1 they can build,got carburetor foyer chevi c10 rebuilt redneck friend everybodi got one need 1 build,1
&#8220;@CheyaGurr: @A_Mitchellll13 ur seriously a fag&#8221;don't hate,ur serious fagdont hate,1
&#8220;@Chhicoo: @VSamone stupid bitch!&#8221; http://t.co/K7MyvFlWFg,stupid bitch,1
&#8220;@Chris_cooper907: @AK_Mueller @B_Reason18 its Brandon motherfucking reason.&#8221; He's a bitch nigga,brandon motherfuck reason bitch nigga,1
"&#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;",waka tammi got ass beat ctfu nigga dont ever bitch back,1
"&#8220;@Chrissy_Cindy: If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot&#8221; good looks",bitch tweet lose interest fast slide dm caus thot good look,1
&#8220;@ChrizzyFive: Trying to run game on me u dumb bitch !!&#8221; @ her tho,tri run game u dumb bitch @ tho,1
"&#8220;@Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;",know must make lot yall hoe sick tell hoe get use bitch,1
&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches,wouldnt trust male cheerlead @ cuz cimarron got one got allll bitch,1
&#8220;@Cinnnthia_: I'm just a bitch for no reason. I think I'm funny sometimes&#8221;,im bitch reason think im funni sometim,1
&#8220;@CiscoAllDay: @1Bcarter if by marrying her to avoid paying child support is a win then yeah lol&#8221;we don't see the hoes the same &amp; that's ok,marri avoid pay child support win yeah lolw dont see hoe ok,1
&#8220;@CiscoAllDay: @1Bcarter one of your side chicks came up 5k&#8221; them bitches know where I live I be hiding from my cuz @MaiaPapayyya_,one side chick came 5k bitch know live hide cuz,1
